id,date,category,subcategory,description,amount,department,vendor,cost_center,approved_by,status,created_at
14090,2025-04-08,Insurance,Hull & Liability Insurance,Hull & Liability Insurance - AIG Aviation,949096.04,Finance & Accounting,AIG Aviation,CC-FIN-710,CFO,Pending,2025-04-08 16:20:00
14091,2025-04-08,Depreciation,Aircraft Depreciation,Aircraft Depreciation - Fixed Asset Register,2479030.23,Finance & Accounting,Fixed Asset Register,CC-FIN-720,Controller,Approved,2025-04-08 10:15:00
14092,2025-04-08,General & Admin,IT & Communications,IT & Communications - Microsoft,622560.79,Corporate Services,Microsoft,CC-COR-810,Director Procurement,Approved,2025-04-08 14:45:00
14093,2025-04-08,General & Admin,Utilities & Facilities,Utilities & Facilities - JLL,469651.12,Corporate Services,JLL,CC-COR-810,Director Procurement,Paid,2025-04-08 10:15:00
14094,2025-04-09,Fuel,Jet Fuel Purchase,Jet Fuel Purchase - Chevron Aviation,8126409.61,Flight Operations,Chevron Aviation,CC-FLT-110,Chief Pilot,Paid,2025-04-09 10:15:00
14095,2025-04-09,Fuel,Jet Fuel Purchase,Jet Fuel Purchase - World Fuel Services,4977354.93,Flight Operations,World Fuel Services,CC-FLT-110,VP Flight Ops,Paid,2025-04-09 10:15:00
14096,2025-04-09,Fuel,Into-Plane Services,Into-Plane Services - Menzies Aviation,1786876.98,Flight Operations,Menzies Aviation,CC-FLT-110,VP Flight Ops,Approved,2025-04-09 10:15:00
14097,2025-04-09,Payroll,Flight Crew Payroll,Flight Crew Payroll - Internal Payroll Clearing,6857905.12,People & Operations,Internal Payroll Clearing,CC-HR-210,VP People,Approved,2025-04-09 10:15:00
14098,2025-04-09,Payroll,Ground Staff Payroll,Ground Staff Payroll - Internal Payroll Clearing,5439655.15,People & Operations,Internal Payroll Clearing,CC-HR-210,VP People,Approved,2025-04-09 12:30:00
14099,2025-04-09,Maintenance,Line Maintenance,Line Maintenance - Lufthansa Technik,2422433.85,Maintenance & Engineering,Lufthansa Technik,CC-MNT-310,VP Maintenance,Approved,2025-04-09 10:15:00
14100,2025-04-09,Maintenance,Engine Overhaul Reserve,Engine Overhaul Reserve - Rolls-Royce TotalCare,1754176.23,Maintenance & Engineering,Rolls-Royce TotalCare,CC-MNT-310,VP Maintenance,Approved,2025-04-09 16:20:00
14101,2025-04-09,Airport Operations,Landing Fees,Landing Fees - Dallas/Fort Worth DFW,2423675.1,Airport Operations,Dallas/Fort Worth DFW,CC-AIR-410,Director Stations,Approved,2025-04-09 16:20:00
14102,2025-04-09,Airport Operations,Ground Handling,Ground Handling - dnata,942540.31,Airport Operations,dnata,CC-AIR-410,Director Stations,Pending,2025-04-09 14:45:00
14103,2025-04-09,Aircraft Lease,Aircraft Lease Rent,Aircraft Lease Rent - Avolon,3471055.62,Fleet Management,Avolon,CC-FLT-120,VP Fleet,Approved,2025-04-09 14:45:00
14104,2025-04-09,Sales & Distribution,GDS Booking Fees,GDS Booking Fees - Sabre Travel Network,1022281.94,Commercial & Marketing,Sabre Travel Network,CC-COM-510,Chief Commercial Officer,Approved,2025-04-09 12:30:00
14105,2025-04-09,Sales & Distribution,Credit Card Processing,Credit Card Processing - American Express Merchant,626559.9,Commercial & Marketing,American Express Merchant,CC-COM-510,Director Revenue Mgmt,Pending,2025-04-09 16:20:00
14106,2025-04-09,In-flight Services,Catering,Catering - Gate Gourmet,1234585.43,Customer Experience,Gate Gourmet,CC-CAB-610,Cabin Services Director,Paid,2025-04-09 10:15:00
14107,2025-04-09,Insurance,Hull & Liability Insurance,Hull & Liability Insurance - Allianz Global Corporate & Specialty,809857.47,Finance & Accounting,Allianz Global Corporate & Specialty,CC-FIN-710,Controller,Paid,2025-04-09 10:15:00
14108,2025-04-09,Depreciation,Aircraft Depreciation,Aircraft Depreciation - Fixed Asset Register,2063511.47,Finance & Accounting,Fixed Asset Register,CC-FIN-720,CFO,Approved,2025-04-09 12:30:00
14109,2025-04-09,General & Admin,IT & Communications,IT & Communications - SITA,468575.22,Corporate Services,SITA,CC-COR-810,VP Corporate Services,Paid,2025-04-09 16:20:00
14110,2025-04-09,General & Admin,Utilities & Facilities,Utilities & Facilities - CBRE,353486.57,Corporate Services,CBRE,CC-COR-810,Director Procurement,Approved,2025-04-09 16:20:00
14111,2025-04-10,Fuel,Jet Fuel Purchase,Jet Fuel Purchase - Chevron Aviation,1602566.9,Flight Operations,Chevron Aviation,CC-FLT-110,Chief Pilot,Approved,2025-04-10 10:15:00
14112,2025-04-10,Fuel,Jet Fuel Purchase,Jet Fuel Purchase - World Fuel Services,12059583.06,Flight Operations,World Fuel Services,CC-FLT-110,VP Flight Ops,Approved,2025-04-10 16:20:00
14113,2025-04-10,Fuel,Into-Plane Services,Into-Plane Services - Signature Aviation,1863020.45,Flight Operations,Signature Aviation,CC-FLT-110,VP Flight Ops,Approved,2025-04-10 12:30:00
14114,2025-04-10,Payroll,Flight Crew Payroll,Flight Crew Payroll - Internal Payroll Clearing,6579900.26,People & Operations,Internal Payroll Clearing,CC-HR-210,HR Director,Paid,2025-04-10 16:20:00
14115,2025-04-10,Payroll,Ground Staff Payroll,Ground Staff Payroll - Internal Payroll Clearing,6213590.42,People & Operations,Internal Payroll Clearing,CC-HR-210,HR Director,Approved,2025-04-10 14:45:00
14116,2025-04-10,Maintenance,Line Maintenance,Line Maintenance - Lufthansa Technik,2556050.62,Maintenance & Engineering,Lufthansa Technik,CC-MNT-310,Director Engineering,Approved,2025-04-10 16:20:00
14117,2025-04-10,Maintenance,Engine Overhaul Reserve,Engine Overhaul Reserve - GE Aerospace Services,1850933.2,Maintenance & Engineering,GE Aerospace Services,CC-MNT-310,Director Engineering,Paid,2025-04-10 16:20:00
14118,2025-04-10,Airport Operations,Landing Fees,Landing Fees - Chicago ORD,2459153.78,Airport Operations,Chicago ORD,CC-AIR-410,Director Stations,Approved,2025-04-10 10:15:00
14119,2025-04-10,Airport Operations,Ground Handling,Ground Handling - Swissport,956337.58,Airport Operations,Swissport,CC-AIR-410,Director Stations,Approved,2025-04-10 16:20:00
14120,2025-04-10,Aircraft Lease,Aircraft Lease Rent,Aircraft Lease Rent - SMBC Aviation Capital,3555800.57,Fleet Management,SMBC Aviation Capital,CC-FLT-120,VP Fleet,Approved,2025-04-10 12:30:00
14121,2025-04-10,Sales & Distribution,GDS Booking Fees,GDS Booking Fees - Sabre Travel Network,1250441.05,Commercial & Marketing,Sabre Travel Network,CC-COM-510,Chief Commercial Officer,Paid,2025-04-10 12:30:00
14122,2025-04-10,Sales & Distribution,Credit Card Processing,Credit Card Processing - Mastercard Merchant Services,766399.35,Commercial & Marketing,Mastercard Merchant Services,CC-COM-510,Chief Commercial Officer,Approved,2025-04-10 14:45:00
14123,2025-04-10,In-flight Services,Catering,Catering - dnata Catering,1272184.68,Customer Experience,dnata Catering,CC-CAB-610,VP Customer Experience,Pending,2025-04-10 12:30:00
14124,2025-04-10,Insurance,Hull & Liability Insurance,Hull & Liability Insurance - Allianz Global Corporate & Specialty,951380.62,Finance & Accounting,Allianz Global Corporate & Specialty,CC-FIN-710,Controller,Approved,2025-04-10 16:20:00
14125,2025-04-10,Depreciation,Aircraft Depreciation,Aircraft Depreciation - Fixed Asset Register,2249582.1,Finance & Accounting,Fixed Asset Register,CC-FIN-720,Controller,Approved,2025-04-10 10:15:00
14126,2025-04-10,General & Admin,IT & Communications,IT & Communications - Microsoft,467828.65,Corporate Services,Microsoft,CC-COR-810,VP Corporate Services,Paid,2025-04-10 14:45:00
14127,2025-04-10,General & Admin,Utilities & Facilities,Utilities & Facilities - CBRE,352923.36,Corporate Services,CBRE,CC-COR-810,Director Procurement,Approved,2025-04-10 14:45:00
14128,2025-04-11,Fuel,Jet Fuel Purchase,Jet Fuel Purchase - Chevron Aviation,11411277.92,Flight Operations,Chevron Aviation,CC-FLT-110,VP Flight Ops,Approved,2025-04-11 16:20:00
14129,2025-04-11,Fuel,Jet Fuel Purchase,Jet Fuel Purchase - World Fuel Services,2867445.61,Flight Operations,World Fuel Services,CC-FLT-110,VP Flight Ops,Approved,2025-04-11 12:30:00
14130,2025-04-11,Fuel,Into-Plane Services,Into-Plane Services - Menzies Aviation,1947098.66,Flight Operations,Menzies Aviation,CC-FLT-110,VP Flight Ops,Paid,2025-04-11 16:20:00
14131,2025-04-11,Payroll,Flight Crew Payroll,Flight Crew Payroll - Internal Payroll Clearing,7610213.91,People & Operations,Internal Payroll Clearing,CC-HR-210,VP People,Pending,2025-04-11 12:30:00
14132,2025-04-11,Payroll,Ground Staff Payroll,Ground Staff Payroll - Internal Payroll Clearing,6922668.67,People & Operations,Internal Payroll Clearing,CC-HR-210,HR Director,Paid,2025-04-11 16:20:00
14133,2025-04-11,Maintenance,Line Maintenance,Line Maintenance - Delta TechOps,3180203.29,Maintenance & Engineering,Delta TechOps,CC-MNT-310,VP Maintenance,Approved,2025-04-11 12:30:00
14134,2025-04-11,Maintenance,Engine Overhaul Reserve,Engine Overhaul Reserve - GE Aerospace Services,2302905.83,Maintenance & Engineering,GE Aerospace Services,CC-MNT-310,VP Maintenance,Approved,2025-04-11 10:15:00
14135,2025-04-11,Airport Operations,Landing Fees,Landing Fees - Denver DEN,2923277.24,Airport Operations,Denver DEN,CC-AIR-410,VP Airports,Approved,2025-04-11 12:30:00
14136,2025-04-11,Airport Operations,Ground Handling,Ground Handling - dnata,1136830.04,Airport Operations,dnata,CC-AIR-410,VP Airports,Approved,2025-04-11 14:45:00
14137,2025-04-11,Aircraft Lease,Aircraft Lease Rent,Aircraft Lease Rent - AerCap,4083260.98,Fleet Management,AerCap,CC-FLT-120,Treasury Director,Approved,2025-04-11 10:15:00
14138,2025-04-11,Sales & Distribution,GDS Booking Fees,GDS Booking Fees - Travelport,1188419.28,Commercial & Marketing,Travelport,CC-COM-510,Director Revenue Mgmt,Approved,2025-04-11 16:20:00
14139,2025-04-11,Sales & Distribution,Credit Card Processing,Credit Card Processing - American Express Merchant,728386.01,Commercial & Marketing,American Express Merchant,CC-COM-510,Director Revenue Mgmt,Approved,2025-04-11 16:20:00
14140,2025-04-11,In-flight Services,Catering,Catering - Gate Gourmet,1422127.56,Customer Experience,Gate Gourmet,CC-CAB-610,VP Customer Experience,Approved,2025-04-11 16:20:00
14141,2025-04-11,Insurance,Hull & Liability Insurance,Hull & Liability Insurance - AIG Aviation,890096.78,Finance & Accounting,AIG Aviation,CC-FIN-710,Controller,Paid,2025-04-11 14:45:00
14142,2025-04-11,Depreciation,Aircraft Depreciation,Aircraft Depreciation - Fixed Asset Register,2502223.33,Finance & Accounting,Fixed Asset Register,CC-FIN-720,CFO,Approved,2025-04-11 14:45:00
14143,2025-04-11,General & Admin,IT & Communications,IT & Communications - SITA,590987.78,Corporate Services,SITA,CC-COR-810,Director Procurement,Approved,2025-04-11 10:15:00
14144,2025-04-11,General & Admin,Utilities & Facilities,Utilities & Facilities - ConEdison,445832.88,Corporate Services,ConEdison,CC-COR-810,Director Procurement,Approved,2025-04-11 12:30:00
14145,2025-04-12,Fuel,Jet Fuel Purchase,Jet Fuel Purchase - Chevron Aviation,9978301.07,Flight Operations,Chevron Aviation,CC-FLT-110,Chief Pilot,Pending,2025-04-12 12:30:00
14146,2025-04-12,Fuel,Jet Fuel Purchase,Jet Fuel Purchase - World Fuel Services,5920408.15,Flight Operations,World Fuel Services,CC-FLT-110,Chief Pilot,Approved,2025-04-12 16:20:00
14147,2025-04-12,Fuel,Into-Plane Services,Into-Plane Services - Menzies Aviation,2168005.8,Flight Operations,Menzies Aviation,CC-FLT-110,Chief Pilot,Approved,2025-04-12 12:30:00
14148,2025-04-12,Payroll,Flight Crew Payroll,Flight Crew Payroll - Internal Payroll Clearing,7340801.62,People & Operations,Internal Payroll Clearing,CC-HR-210,VP People,Approved,2025-04-12 16:20:00
14149,2025-04-12,Payroll,Ground Staff Payroll,Ground Staff Payroll - Internal Payroll Clearing,6805730.61,People & Operations,Internal Payroll Clearing,CC-HR-210,HR Director,Approved,2025-04-12 10:15:00
14150,2025-04-12,Maintenance,Line Maintenance,Line Maintenance - Lufthansa Technik,2968687.28,Maintenance & Engineering,Lufthansa Technik,CC-MNT-310,Director Engineering,Approved,2025-04-12 10:15:00
14151,2025-04-12,Maintenance,Engine Overhaul Reserve,Engine Overhaul Reserve - Pratt & Whitney Services,2149739.06,Maintenance & Engineering,Pratt & Whitney Services,CC-MNT-310,Director Engineering,Paid,2025-04-12 12:30:00
14152,2025-04-12,Airport Operations,Landing Fees,Landing Fees - Atlanta ATL,2701025.81,Airport Operations,Atlanta ATL,CC-AIR-410,Director Stations,Paid,2025-04-12 10:15:00
14153,2025-04-12,Airport Operations,Ground Handling,Ground Handling - Swissport,1050398.92,Airport Operations,Swissport,CC-AIR-410,VP Airports,Approved,2025-04-12 10:15:00
14154,2025-04-12,Aircraft Lease,Aircraft Lease Rent,Aircraft Lease Rent - SMBC Aviation Capital,4058382.94,Fleet Management,SMBC Aviation Capital,CC-FLT-120,Treasury Director,Approved,2025-04-12 10:15:00
14155,2025-04-12,Sales & Distribution,GDS Booking Fees,GDS Booking Fees - Amadeus,1139007.91,Commercial & Marketing,Amadeus,CC-COM-510,Director Revenue Mgmt,Approved,2025-04-12 10:15:00
14156,2025-04-12,Sales & Distribution,Credit Card Processing,Credit Card Processing - Visa Merchant Services,698101.63,Commercial & Marketing,Visa Merchant Services,CC-COM-510,Chief Commercial Officer,Approved,2025-04-12 16:20:00
14157,2025-04-12,In-flight Services,Catering,Catering - dnata Catering,1324659.66,Customer Experience,dnata Catering,CC-CAB-610,Cabin Services Director,Pending,2025-04-12 14:45:00
14158,2025-04-12,Insurance,Hull & Liability Insurance,Hull & Liability Insurance - Allianz Global Corporate & Specialty,1048952.3,Finance & Accounting,Allianz Global Corporate & Specialty,CC-FIN-710,Controller,Approved,2025-04-12 14:45:00
14159,2025-04-12,Depreciation,Aircraft Depreciation,Aircraft Depreciation - Fixed Asset Register,2428915.58,Finance & Accounting,Fixed Asset Register,CC-FIN-720,CFO,Approved,2025-04-12 12:30:00
14160,2025-04-12,General & Admin,IT & Communications,IT & Communications - SITA,523510.93,Corporate Services,SITA,CC-COR-810,Director Procurement,Approved,2025-04-12 10:15:00
14161,2025-04-12,General & Admin,Utilities & Facilities,Utilities & Facilities - CBRE,394929.29,Corporate Services,CBRE,CC-COR-810,Director Procurement,Paid,2025-04-12 10:15:00
14162,2025-04-13,Fuel,Jet Fuel Purchase,Jet Fuel Purchase - Chevron Aviation,14526544.92,Flight Operations,Chevron Aviation,CC-FLT-110,Chief Pilot,Paid,2025-04-13 16:20:00
14163,2025-04-13,Fuel,Jet Fuel Purchase,Jet Fuel Purchase - World Fuel Services,261694.4,Flight Operations,World Fuel Services,CC-FLT-110,VP Flight Ops,Approved,2025-04-13 12:30:00
14164,2025-04-13,Fuel,Into-Plane Services,Into-Plane Services - Swissport Fueling,2016578.09,Flight Operations,Swissport Fueling,CC-FLT-110,VP Flight Ops,Approved,2025-04-13 16:20:00
14165,2025-04-13,Payroll,Flight Crew Payroll,Flight Crew Payroll - Internal Payroll Clearing,7413814.93,People & Operations,Internal Payroll Clearing,CC-HR-210,HR Director,Approved,2025-04-13 10:15:00
14166,2025-04-13,Payroll,Ground Staff Payroll,Ground Staff Payroll - Internal Payroll Clearing,7362255.7,People & Operations,Internal Payroll Clearing,CC-HR-210,HR Director,Approved,2025-04-13 14:45:00
14167,2025-04-13,Maintenance,Line Maintenance,Line Maintenance - AAR Corp,2913436.55,Maintenance & Engineering,AAR Corp,CC-MNT-310,Director Engineering,Paid,2025-04-13 10:15:00
14168,2025-04-13,Maintenance,Engine Overhaul Reserve,Engine Overhaul Reserve - Pratt & Whitney Services,2109729.92,Maintenance & Engineering,Pratt & Whitney Services,CC-MNT-310,VP Maintenance,Approved,2025-04-13 12:30:00
14169,2025-04-13,Airport Operations,Landing Fees,Landing Fees - Chicago ORD,2906788.87,Airport Operations,Chicago ORD,CC-AIR-410,Director Stations,Approved,2025-04-13 16:20:00
14170,2025-04-13,Airport Operations,Ground Handling,Ground Handling - dnata,1130417.89,Airport Operations,dnata,CC-AIR-410,Director Stations,Paid,2025-04-13 16:20:00
14171,2025-04-13,Aircraft Lease,Aircraft Lease Rent,Aircraft Lease Rent - Avolon,4104579.1,Fleet Management,Avolon,CC-FLT-120,VP Fleet,Paid,2025-04-13 12:30:00
14172,2025-04-13,Sales & Distribution,GDS Booking Fees,GDS Booking Fees - Sabre Travel Network,1367422.39,Commercial & Marketing,Sabre Travel Network,CC-COM-510,Chief Commercial Officer,Approved,2025-04-13 14:45:00
14173,2025-04-13,Sales & Distribution,Credit Card Processing,Credit Card Processing - American Express Merchant,838097.59,Commercial & Marketing,American Express Merchant,CC-COM-510,Director Revenue Mgmt,Pending,2025-04-13 14:45:00
14174,2025-04-13,In-flight Services,Catering,Catering - dnata Catering,1412575.96,Customer Experience,dnata Catering,CC-CAB-610,Cabin Services Director,Approved,2025-04-13 10:15:00
14175,2025-04-13,Insurance,Hull & Liability Insurance,Hull & Liability Insurance - Marsh Aviation,1065588.88,Finance & Accounting,Marsh Aviation,CC-FIN-710,Controller,Approved,2025-04-13 10:15:00
14176,2025-04-13,Depreciation,Aircraft Depreciation,Aircraft Depreciation - Fixed Asset Register,2539441.5,Finance & Accounting,Fixed Asset Register,CC-FIN-720,Controller,Approved,2025-04-13 12:30:00
14177,2025-04-13,General & Admin,IT & Communications,IT & Communications - Microsoft,591261.16,Corporate Services,Microsoft,CC-COR-810,VP Corporate Services,Paid,2025-04-13 14:45:00
14178,2025-04-13,General & Admin,Utilities & Facilities,Utilities & Facilities - JLL,446039.12,Corporate Services,JLL,CC-COR-810,Director Procurement,Pending,2025-04-13 12:30:00
14179,2025-04-14,Fuel,Jet Fuel Purchase,Jet Fuel Purchase - Chevron Aviation,3216177.64,Flight Operations,Chevron Aviation,CC-FLT-110,Chief Pilot,Paid,2025-04-14 16:20:00
14180,2025-04-14,Fuel,Jet Fuel Purchase,Jet Fuel Purchase - World Fuel Services,9869071.09,Flight Operations,World Fuel Services,CC-FLT-110,Chief Pilot,Approved,2025-04-14 12:30:00
14181,2025-04-14,Fuel,Into-Plane Services,Into-Plane Services - Menzies Aviation,1784352.1,Flight Operations,Menzies Aviation,CC-FLT-110,Chief Pilot,Approved,2025-04-14 10:15:00
14182,2025-04-14,Payroll,Flight Crew Payroll,Flight Crew Payroll - Internal Payroll Clearing,7101475.82,People & Operations,Internal Payroll Clearing,CC-HR-210,VP People,Paid,2025-04-14 16:20:00
14183,2025-04-14,Payroll,Ground Staff Payroll,Ground Staff Payroll - Internal Payroll Clearing,5843600.67,People & Operations,Internal Payroll Clearing,CC-HR-210,VP People,Pending,2025-04-14 14:45:00
14184,2025-04-14,Maintenance,Line Maintenance,Line Maintenance - Delta TechOps,2449911.33,Maintenance & Engineering,Delta TechOps,CC-MNT-310,VP Maintenance,Paid,2025-04-14 10:15:00
14185,2025-04-14,Maintenance,Engine Overhaul Reserve,Engine Overhaul Reserve - Rolls-Royce TotalCare,1774073.72,Maintenance & Engineering,Rolls-Royce TotalCare,CC-MNT-310,VP Maintenance,Paid,2025-04-14 14:45:00
14186,2025-04-14,Airport Operations,Landing Fees,Landing Fees - Atlanta ATL,2314732.04,Airport Operations,Atlanta ATL,CC-AIR-410,VP Airports,Pending,2025-04-14 12:30:00
